order_detail_id,order_id,product_id,quantity,unit_price
1151,670,422,1,68.30
1152,671,101,1,68.61
1153,671,123,1,14.01
1154,671,474,1,50.10
1155,672,115,1,178.05
1156,673,403,1,83.80
1157,674,178,1,120.13
1158,675,104,1,128.29
1159,676,277,2,57.68
1160,677,31,1,77.88
1161,677,392,1,556.27
1162,678,187,1,82.70
1163,679,243,1,15.24
1164,679,492,2,164.62
1165,680,51,3,198.34
1166,680,409,1,101.28
1167,681,495,1,113.69
1168,682,283,1,273.48
1169,683,489,1,130.31
1170,683,450,2,317.98
1171,683,115,1,178.05
1172,683,208,1,74.84
1173,684,401,1,37.16
1174,685,230,1,33.40
1175,685,340,1,157.44
1176,686,251,1,46.80
1177,687,72,1,144.79
1178,687,45,1,42.32
1179,687,473,1,436.75
1180,688,367,1,322.13
1181,688,439,1,95.01
1182,689,287,1,57.78
1183,690,103,1,174.26
1184,691,78,2,42.66
1185,692,420,1,19.28
1186,692,144,3,16.90
1187,693,210,1,55.17
1188,693,396,2,145.05
1189,694,365,2,476.93
1190,694,160,3,57.71
1191,694,100,3,56.23
1192,695,250,2,32.30
1193,696,388,3,593.73
1194,697,257,1,50.38
1195,697,63,1,58.22
1196,698,453,1,191.72
1197,699,44,3,89.15
1198,700,248,2,51.01
1199,700,403,1,83.80
1200,700,66,1,98.20
1201,701,391,1,117.56
1202,702,276,1,80.87
1203,703,105,2,76.79
1204,704,250,1,32.30
1205,705,28,3,63.23
1206,706,354,3,465.08
1207,707,14,1,132.18
1208,708,85,1,21.11
1209,709,282,2,187.98
1210,709,314,1,245.15
1211,710,127,1,33.22
1212,711,385,1,159.66
1213,711,7,1,253.01
1214,712,490,1,54.18
1215,713,160,3,57.71
1216,714,283,1,273.48
1217,715,164,1,32.81
1218,716,157,3,32.73
1219,717,1,2,214.47
1220,718,86,2,72.10
1221,718,353,3,88.37
1222,718,460,2,665.48
1223,719,268,1,98.81
1224,719,355,2,118.12
1225,720,195,2,28.72
1226,720,402,1,82.12
1227,720,287,1,57.78
1228,721,424,2,10.97
1229,721,472,2,219.94
1230,722,256,2,118.62
1231,723,347,1,308.98
1232,724,77,2,44.81
1233,725,80,1,41.86
1234,726,16,1,286.75
1235,726,459,1,54.98
1236,727,274,1,99.45
1237,728,196,2,96.67
1238,729,225,1,81.37
1239,730,362,1,78.14
1240,731,188,1,99.19
1241,731,128,2,39.54
1242,732,254,3,47.21
1243,733,16,3,286.75
1244,734,91,1,45.60
1245,734,359,1,172.56
1246,734,65,1,175.57
1247,735,82,1,26.44
1248,736,279,3,239.69
1249,736,138,1,15.71
1250,737,373,1,277.72
1251,738,290,3,193.55
1252,738,21,1,130.17
1253,738,277,1,57.68
1254,739,132,1,27.44
1255,740,166,3,22.73
1256,740,473,3,436.75
1257,741,412,3,35.06
1258,741,22,1,97.96
1259,741,105,1,76.79
1260,742,112,2,130.06
1261,743,426,1,174.47
1262,744,269,1,87.59
1263,745,200,2,28.20
1264,745,453,1,191.72
1265,746,198,1,53.50
1266,746,264,2,12.49
1267,746,31,3,77.88
1268,746,407,2,92.28
1269,747,121,1,55.65
1270,748,59,1,23.51
1271,749,374,1,286.35
1272,750,308,2,206.57
1273,751,110,2,121.78
1274,752,448,1,99.89
1275,753,104,1,128.29
1276,753,166,1,22.73
1277,754,195,2,28.72
1278,754,215,1,79.23
1279,755,168,1,40.42
1280,755,332,1,86.56
1281,756,272,1,59.48
1282,756,358,1,61.70
1283,757,473,1,436.75
1284,758,306,1,733.71
1285,759,106,1,68.10
1286,760,210,1,55.17
1287,760,220,1,31.43
1288,761,397,1,359.49
1289,761,55,1,246.55
1290,761,248,2,51.01
1291,762,476,1,20.83
1292,763,115,1,178.05
1293,763,249,1,21.73
1294,764,349,2,251.04
1295,765,249,1,21.73
1296,766,5,1,232.47
1297,767,78,1,42.66
1298,768,42,1,105.97
1299,769,325,1,776.77
1300,770,65,3,175.57
1301,770,154,1,51.73
1302,770,42,1,105.97
1303,770,40,1,15.94
1304,771,198,1,53.50
1305,772,68,1,95.92
1306,773,426,2,174.47
1307,774,206,1,54.32
1308,775,167,1,50.64
1309,776,16,2,286.75
1310,777,443,1,94.32
1311,777,426,1,174.47
1312,778,240,2,28.12
1313,778,221,1,24.54
1314,778,188,1,99.19
1315,779,384,3,141.68
1316,779,338,1,44.71
1317,780,481,1,192.96
1318,780,57,1,142.95
1319,780,213,1,82.46
1320,780,154,2,51.73
1321,781,325,1,776.77
1322,781,69,1,146.31
1323,782,396,1,145.05
1324,782,216,1,88.25
1325,782,120,1,54.47
1326,783,111,1,136.06
1327,783,92,1,40.26
1328,783,215,1,79.23
1329,784,241,1,50.42
1330,784,352,1,118.41
1331,785,21,1,130.17
1332,785,289,1,92.81
1333,786,327,1,365.12
1334,786,498,1,46.64
1335,787,60,1,110.26
1336,787,387,1,487.63
1337,788,206,1,54.32
1338,789,417,1,101.72
1339,789,9,1,186.61
1340,790,446,1,75.59
1341,790,313,3,164.16
1342,791,409,1,101.28
1343,791,438,1,146.97
1344,791,363,1,303.30
1345,791,162,2,41.27
1346,792,418,3,35.15
1347,792,365,2,476.93
1348,793,7,1,253.01
1349,794,13,1,286.46
1350,795,116,1,42.34
1351,795,331,1,294.90
1352,796,182,1,107.24
1353,796,2,1,221.08
1354,797,163,1,78.81
1355,798,148,1,23.73
1356,799,253,1,116.91
1357,800,5,1,232.47
1358,801,117,1,124.72
1359,802,151,1,88.65
1360,802,222,1,62.16
1361,803,355,3,118.12
1362,804,345,1,249.03
1363,805,261,1,32.43
1364,805,432,1,185.19
1365,806,27,1,67.22
1366,806,112,1,130.06
1367,806,90,2,65.00
1368,807,297,2,248.41
1369,808,44,1,89.15
1370,808,331,1,294.90
1371,809,121,1,55.65
1372,809,110,3,121.78
1373,810,381,2,447.95
1374,810,352,1,118.41
1375,811,349,1,251.04
1376,812,10,3,115.46
1377,813,312,1,248.57
1378,814,235,1,49.04
1379,815,454,1,601.90
1380,815,108,1,26.51
1381,816,51,1,198.34
1382,817,456,2,615.12
1383,817,433,2,138.48
1384,818,21,1,130.17
1385,818,235,1,49.04
1386,819,109,2,113.84
1387,820,361,1,287.22
1388,820,58,1,243.06
1389,820,19,2,78.40
1390,821,337,1,346.38
1391,821,279,2,239.69
1392,822,312,1,248.57
1393,823,412,2,35.06
1394,824,411,3,44.27
1395,825,66,3,98.20
1396,826,125,2,88.48
1397,826,219,2,46.53
1398,826,95,1,14.65
1399,827,159,1,76.18
1400,827,270,1,58.55
1401,827,64,1,84.69
1402,828,236,1,44.21
1403,828,16,1,286.75
1404,829,135,2,20.47
1405,830,17,1,70.78
1406,831,115,1,178.05
1407,831,17,3,70.78
1408,831,443,1,94.32
1409,832,101,1,68.61
1410,833,371,1,269.38
1411,834,8,2,104.03
1412,835,141,2,37.15
1413,835,299,1,320.93
1414,836,444,1,44.02
1415,837,108,1,26.51
1416,838,99,1,77.43
1417,839,57,1,142.95
1418,840,142,1,18.32
1419,841,45,1,42.32
1420,842,183,1,83.32
1421,843,260,1,8.79
1422,844,196,3,96.67
1423,844,74,1,249.46
1424,844,50,1,24.84
1425,845,132,2,27.44
1426,846,95,1,14.65
1427,846,389,1,333.06
1428,846,303,1,469.19
1429,847,398,1,347.39
1430,847,243,3,15.24
1431,847,9,1,186.61
1432,848,440,1,176.75
1433,848,203,2,17.08
1434,849,479,1,59.62
1435,849,425,1,26.41
1436,850,314,1,245.15
1437,851,498,2,46.64
1438,851,262,2,44.33
1439,852,119,1,168.60
1440,852,26,1,98.58
1441,853,377,1,544.96
1442,853,6,2,70.65
1443,854,295,1,229.34
1444,854,244,1,38.94
1445,854,280,2,43.71
1446,854,490,1,54.18
1447,855,342,2,118.99
1448,856,251,1,46.80
1449,857,68,2,95.92
1450,858,119,1,168.60
1451,859,145,1,21.39
1452,860,145,3,21.39
1453,861,194,1,118.96
1454,862,439,1,95.01
1455,863,460,3,665.48
1456,863,308,1,206.57
1457,863,35,1,25.13
1458,864,226,2,53.93
1459,865,151,1,88.65
1460,865,117,2,124.72
1461,865,122,1,156.95
1462,865,361,1,287.22
1463,866,361,1,287.22
1464,866,180,1,126.79
1465,867,148,1,23.73
1466,867,471,2,82.98
1467,868,493,1,80.27
1468,869,8,1,104.03
1469,870,74,1,249.46
1470,871,145,1,21.39
1471,871,4,1,299.51
1472,871,294,1,231.75
1473,871,492,2,164.62
1474,872,61,1,116.34
1475,872,128,3,39.54
1476,873,28,2,63.23
1477,874,66,1,98.20
1478,875,286,1,33.33
1479,876,274,1,99.45
1480,876,71,1,223.27
1481,876,39,3,109.97
1482,877,192,3,40.57
1483,878,31,1,77.88
1484,878,147,1,10.83
1485,879,177,1,149.64
1486,879,399,2,304.81
1487,879,376,1,215.26
1488,880,424,1,10.97
1489,881,284,3,246.84
1490,882,447,1,162.77
1491,883,120,1,54.47
1492,883,430,1,69.93
1493,884,468,1,337.76
1494,885,57,1,142.95
1495,885,81,1,33.73
1496,885,321,1,482.00
1497,886,195,1,28.72
1498,886,385,1,159.66
1499,887,158,1,59.52
1500,888,265,1,73.53
1501,889,149,1,34.60
1502,890,295,1,229.34
1503,891,361,1,287.22
1504,892,156,2,80.68
1505,893,413,2,39.71
1506,893,410,1,34.98
1507,894,104,1,128.29
1508,894,197,1,106.92
1509,895,42,1,105.97
1510,895,321,2,482.00
1511,896,201,1,44.52
1512,897,481,3,192.96
1513,898,447,3,162.77
1514,899,394,2,422.51
1515,899,234,1,48.18
1516,899,349,3,251.04
1517,899,296,1,82.05
1518,900,174,1,61.34
1519,901,238,2,12.46
1520,902,140,2,38.54
1521,903,56,2,29.26
1522,904,388,1,593.73
1523,904,341,3,212.87
1524,905,211,2,63.71
1525,905,312,1,248.57
1526,906,241,1,50.42
1527,906,219,1,46.53
1528,907,139,3,22.72
1529,908,296,1,82.05
1530,908,56,1,29.26
1531,908,36,1,110.83
1532,909,485,1,154.96
1533,909,446,1,75.59
1534,910,272,2,59.48
1535,910,287,1,57.78
1536,910,419,3,108.40
1537,911,395,1,217.38
1538,912,453,1,191.72
1539,913,340,1,157.44
1540,913,365,1,476.93
1541,914,463,1,353.85
1542,914,406,3,93.50
1543,914,66,2,98.20
1544,915,339,1,364.34
1545,915,439,1,95.01
1546,915,52,1,49.59
1547,916,402,1,82.12
1548,917,161,1,12.85
1549,918,465,2,733.38
1550,919,266,1,42.93
1551,919,236,1,44.21
1552,920,339,1,364.34
1553,920,126,1,13.99
1554,921,81,1,33.73
1555,922,332,1,86.56
1556,923,225,3,81.37
1557,923,125,1,88.48
1558,924,420,1,19.28
1559,925,428,1,30.34
1560,925,363,1,303.30
1561,926,52,1,49.59
1562,927,191,1,135.33
1563,928,55,1,246.55
1564,929,333,1,59.89
1565,930,486,3,116.48
1566,931,68,1,95.92
1567,931,72,1,144.79
1568,932,247,1,46.82
1569,932,107,1,105.49
1570,932,254,1,47.21
1571,932,307,2,597.36
1572,933,471,1,82.98
1573,934,379,1,581.13
1574,935,377,1,544.96
1575,935,125,2,88.48
1576,935,497,1,123.88
1577,935,399,1,304.81
1578,936,119,1,168.60
1579,936,242,1,5.82
1580,936,58,1,243.06
1581,937,164,1,32.81
1582,937,327,1,365.12
1583,938,9,1,186.61
1584,938,188,1,99.19
1585,939,401,3,37.16
1586,939,92,1,40.26
1587,940,197,1,106.92
1588,940,20,1,32.20
1589,941,133,1,14.31
1590,941,198,1,53.50
1591,942,39,3,109.97
1592,943,145,1,21.39
1593,943,94,1,28.45
1594,944,81,1,33.73
1595,945,401,1,37.16
1596,946,127,1,33.22
1597,946,324,1,116.05
1598,947,133,2,14.31
1599,947,99,1,77.43
1600,948,437,1,213.82
1601,948,179,1,23.68
1602,949,82,1,26.44
1603,950,365,1,476.93
1604,950,391,3,117.56
1605,950,34,3,99.21
1606,950,66,1,98.20
1607,951,281,1,90.30
1608,952,207,1,45.80
1609,953,305,1,188.86
1610,954,57,1,142.95
1611,954,360,1,423.31
1612,954,91,2,45.60
1613,955,424,2,10.97
1614,956,304,1,95.30
1615,956,39,1,109.97
1616,957,298,2,71.38
1617,958,108,2,26.51
1618,958,245,1,28.04
1619,959,94,1,28.45
1620,960,19,1,78.40
1621,961,169,2,38.54
1622,961,353,1,88.37
1623,961,207,1,45.80
1624,962,90,2,65.00
1625,963,143,1,20.88
1626,964,361,1,287.22
1627,964,257,1,50.38
1628,964,25,3,155.12
1629,965,362,1,78.14
1630,965,8,1,104.03
1631,966,483,2,40.84
1632,966,233,1,54.65
1633,966,136,1,42.39
1634,967,284,2,246.84
1635,967,356,2,293.31
1636,967,240,1,28.12
1637,968,324,1,116.05
1638,969,346,1,139.97
1639,969,129,1,28.58
1640,969,8,1,104.03
1641,969,303,1,469.19
1642,970,54,1,195.91
1643,970,225,1,81.37
1644,971,81,1,33.73
1645,972,210,1,55.17
1646,973,257,2,50.38
1647,974,404,1,20.75
1648,975,104,2,128.29
1649,976,310,1,68.17
1650,976,248,1,51.01
1651,977,403,1,83.80
1652,977,312,3,248.57
1653,978,318,2,484.99
1654,978,108,1,26.51
1655,979,32,1,52.84
1656,980,438,1,146.97
1657,981,416,2,98.21
1658,982,220,1,31.43
1659,983,115,1,178.05
1660,983,9,1,186.61
1661,984,485,1,154.96
1662,985,420,1,19.28
1663,985,211,1,63.71
1664,986,12,1,173.91
1665,987,287,1,57.78
1666,987,360,1,423.31
1667,988,117,1,124.72
1668,988,483,3,40.84
1669,989,463,1,353.85
1670,990,461,1,580.39
1671,991,205,1,66.93
1672,991,490,1,54.18
1673,992,325,1,776.77
1674,993,450,1,317.98
1675,994,110,3,121.78
1676,995,301,1,512.90
1677,995,29,1,113.72
1678,996,354,2,465.08
1679,997,273,1,59.91
1680,998,215,3,79.23
1681,998,92,2,40.26
1682,999,297,1,248.41
1683,1000,215,1,79.23
1684,1001,209,1,29.12
1685,1001,322,1,735.88
1686,1002,348,1,259.09
1687,1002,115,1,178.05
1688,1003,120,2,54.47
1689,1004,286,2,33.33
1690,1004,23,1,218.26
1691,1005,6,1,70.65
1692,1006,65,1,175.57
1693,1007,133,1,14.31
1694,1007,309,1,259.86
1695,1008,494,2,32.20
1696,1008,321,1,482.00
1697,1008,266,1,42.93
1698,1009,199,1,106.76
1699,1009,99,1,77.43
1700,1010,92,1,40.26
1701,1010,189,1,105.88
1702,1010,183,2,83.32
1703,1011,416,1,98.21
1704,1011,436,1,289.58
1705,1012,112,2,130.06
1706,1012,89,1,27.33
1707,1012,268,2,98.81
1708,1013,161,3,12.85
1709,1013,454,2,601.90
1710,1014,478,1,26.87
1711,1014,88,1,10.82
1712,1014,434,1,141.47
1713,1014,230,1,33.40
1714,1015,72,1,144.79
1715,1015,240,2,28.12
1716,1015,433,1,138.48
1717,1016,202,1,92.20
1718,1016,63,1,58.22
1719,1017,467,2,282.86
1720,1017,252,1,40.33
1721,1018,329,1,244.97
1722,1019,360,1,423.31
1723,1020,273,1,59.91
1724,1021,386,1,562.08
1725,1021,88,1,10.82
1726,1021,259,1,119.67
1727,1021,403,1,83.80
1728,1022,153,1,56.30
1729,1022,69,1,146.31
1730,1023,132,1,27.44
1731,1024,466,1,291.18
1732,1025,125,1,88.48
1733,1026,125,1,88.48
1734,1026,411,1,44.27
1735,1027,444,1,44.02
1736,1028,356,1,293.31
1737,1028,109,3,113.84
1738,1029,115,1,178.05
1739,1029,122,1,156.95
1740,1030,404,2,20.75
1741,1031,331,3,294.90
1742,1032,99,2,77.43
1743,1032,239,2,41.19
1744,1033,411,2,44.27
1745,1034,423,2,51.62
1746,1035,483,1,40.84
1747,1036,260,1,8.79
1748,1037,178,2,120.13
1749,1037,455,1,36.77
1750,1038,245,1,28.04
1751,1039,145,3,21.39
1752,1040,420,3,19.28
1753,1040,166,3,22.73
1754,1041,51,1,198.34
1755,1042,208,1,74.84
1756,1042,482,1,110.65
1757,1043,377,2,544.96
1758,1043,219,1,46.53
1759,1043,490,1,54.18
1760,1044,54,1,195.91
1761,1044,358,1,61.70
1762,1045,66,1,98.20
1763,1045,242,2,5.82
1764,1046,119,1,168.60
1765,1047,230,2,33.40
1766,1048,460,1,665.48
1767,1049,103,1,174.26
1768,1049,55,1,246.55
1769,1050,226,2,53.93
1770,1050,325,1,776.77
1771,1050,423,1,51.62
1772,1050,232,1,54.03
1773,1051,45,1,42.32
1774,1052,357,1,164.21
1775,1053,360,2,423.31
1776,1053,186,2,138.53
1777,1054,433,3,138.48
1778,1054,334,1,259.26
1779,1054,230,1,33.40
1780,1055,35,1,25.13
1781,1056,386,1,562.08
1782,1057,12,1,173.91
1783,1057,158,1,59.52
1784,1058,366,1,65.64
1785,1059,118,1,117.03
1786,1059,408,1,71.62
1787,1059,437,1,213.82
1788,1059,227,1,42.22
1789,1060,166,2,22.73
1790,1060,412,2,35.06
1791,1061,186,1,138.53
1792,1061,144,1,16.90
1793,1062,426,2,174.47
1794,1063,353,1,88.37
1795,1064,355,2,118.12
1796,1064,259,1,119.67
1797,1064,163,1,78.81
1798,1064,1,1,214.47
1799,1065,487,1,41.16
1800,1066,230,2,33.40
1801,1067,197,1,106.92
1802,1068,444,1,44.02
1803,1068,140,1,38.54
1804,1068,306,1,733.71
1805,1069,66,1,98.20
1806,1069,112,1,130.06
1807,1070,165,1,56.73
1808,1070,474,2,50.10
1809,1070,173,1,68.70
1810,1070,78,1,42.66
1811,1071,155,1,30.87
1812,1072,323,1,48.22
1813,1072,257,1,50.38
1814,1073,308,1,206.57
1815,1073,282,3,187.98
1816,1074,459,1,54.98
1817,1074,466,1,291.18
1818,1075,265,2,73.53
1819,1076,363,1,303.30
1820,1076,369,2,252.00
1821,1076,336,1,205.34
1822,1076,52,1,49.59
1823,1077,223,1,47.33
1824,1077,164,3,32.81
1825,1078,385,1,159.66
1826,1078,496,2,142.40
1827,1079,46,1,60.67
1828,1079,412,1,35.06
1829,1080,387,1,487.63
1830,1081,479,1,59.62
1831,1081,71,2,223.27
1832,1082,379,1,581.13
1833,1082,278,1,152.12
1834,1083,31,1,77.88
1835,1083,381,1,447.95
1836,1083,234,1,48.18
1837,1084,231,1,31.60
1838,1085,392,1,556.27
1839,1086,219,1,46.53
1840,1087,264,2,12.49
1841,1087,210,1,55.17
1842,1088,105,1,76.79
1843,1088,406,2,93.50
1844,1089,41,1,102.69
1845,1090,422,1,68.30
1846,1090,406,1,93.50
1847,1090,311,2,418.86
1848,1090,230,1,33.40
1849,1091,31,1,77.88
1850,1091,22,1,97.96
1851,1091,312,1,248.57
1852,1092,6,1,70.65
1853,1093,205,1,66.93
1854,1093,17,1,70.78
1855,1094,327,1,365.12
1856,1094,7,1,253.01
1857,1094,460,1,665.48
1858,1095,184,1,38.05
1859,1095,197,2,106.92
1860,1096,441,1,72.23
1861,1097,293,1,324.24
1862,1098,301,1,512.90
1863,1099,339,1,364.34
1864,1100,268,2,98.81
1865,1101,314,1,245.15
1866,1102,17,1,70.78
1867,1102,79,1,46.80
1868,1103,219,1,46.53
1869,1104,130,1,20.60
1870,1105,354,1,465.08
1871,1106,179,3,23.68
1872,1107,178,1,120.13
1873,1107,181,1,88.08
1874,1108,78,1,42.66
1875,1109,23,1,218.26
1876,1110,128,2,39.54
1877,1111,375,1,354.93
1878,1112,133,1,14.31
1879,1113,18,1,235.54
1880,1114,260,2,8.79
1881,1115,483,1,40.84
1882,1115,26,3,98.58
1883,1116,57,1,142.95
1884,1116,487,1,41.16
1885,1117,284,2,246.84
1886,1117,452,1,579.93
1887,1118,399,1,304.81
1888,1119,265,1,73.53
1889,1120,164,1,32.81
1890,1121,180,1,126.79
1891,1121,500,1,57.90
1892,1122,163,1,78.81
1893,1123,97,2,66.58
1894,1124,357,2,164.21
1895,1124,176,1,92.15
1896,1125,75,1,199.22
1897,1125,198,2,53.50
1898,1126,459,1,54.98
1899,1127,14,2,132.18
1900,1128,332,1,86.56
1901,1128,374,1,286.35
1902,1129,282,1,187.98
1903,1129,221,1,24.54
1904,1130,64,3,84.69
1905,1130,226,1,53.93
1906,1131,132,1,27.44
1907,1132,290,1,193.55
1908,1132,386,1,562.08
1909,1133,173,3,68.70
1910,1134,119,1,168.60
1911,1135,85,3,21.11
1912,1136,41,1,102.69
1913,1137,208,1,74.84
1914,1137,478,1,26.87
1915,1138,86,1,72.10
1916,1138,36,1,110.83
1917,1138,290,1,193.55
1918,1139,466,1,291.18
1919,1140,15,1,147.36
1920,1141,68,3,95.92
1921,1142,164,1,32.81
1922,1143,372,1,380.40
1923,1143,100,2,56.23
1924,1144,25,3,155.12
1925,1145,69,1,146.31
1926,1145,172,1,49.15
1927,1146,376,1,215.26
1928,1146,378,1,570.06
1929,1147,457,1,642.46
1930,1147,103,1,174.26
1931,1147,299,1,320.93
1932,1147,412,1,35.06
1933,1148,303,2,469.19
1934,1148,139,2,22.72
1935,1148,408,1,71.62
1936,1149,340,1,157.44
1937,1149,497,1,123.88
1938,1150,64,1,84.69
1939,1150,302,1,196.96
1940,1150,103,1,174.26
1941,1150,404,2,20.75
1942,1151,95,1,14.65
1943,1151,369,1,252.00
1944,1151,158,1,59.52
1945,1151,242,1,5.82
1946,1152,185,2,11.80
1947,1152,6,2,70.65
1948,1152,137,1,34.92
1949,1152,69,2,146.31
1950,1153,441,1,72.23
1951,1154,145,1,21.39
1952,1154,481,1,192.96
1953,1155,45,1,42.32
1954,1155,490,1,54.18
1955,1156,70,1,80.64
1956,1157,484,3,83.63
1957,1157,106,1,68.10
1958,1157,199,1,106.76
1959,1157,154,1,51.73
1960,1158,472,1,219.94
1961,1159,135,1,20.47
1962,1160,422,1,68.30
1963,1161,203,1,17.08
1964,1162,239,1,41.19
1965,1163,213,1,82.46
1966,1164,321,2,482.00
1967,1164,23,1,218.26
1968,1165,109,1,113.84
1969,1166,147,3,10.83
1970,1166,182,1,107.24
1971,1166,193,1,136.18
1972,1166,402,1,82.12
1973,1167,163,1,78.81
1974,1168,78,1,42.66
1975,1169,124,2,174.77
1976,1169,398,1,347.39
1977,1170,421,1,99.61
1978,1171,457,3,642.46
1979,1171,328,2,335.13
1980,1172,317,3,307.50
1981,1173,266,1,42.93
1982,1173,93,2,62.19
1983,1174,213,1,82.46
1984,1174,30,2,117.65
1985,1174,353,1,88.37
1986,1174,174,1,61.34
1987,1175,374,1,286.35
1988,1175,451,1,402.18
1989,1176,25,1,155.12
1990,1176,247,1,46.82
1991,1177,447,2,162.77
1992,1177,408,3,71.62
1993,1178,281,1,90.30
1994,1178,78,1,42.66
1995,1179,447,3,162.77
1996,1179,61,2,116.34
1997,1180,28,1,63.23
1998,1180,198,1,53.50
1999,1181,260,1,8.79
2000,1182,441,2,72.23
2001,1183,248,1,51.01
2002,1184,229,3,47.02
2003,1185,167,1,50.64
2004,1186,409,1,101.28
2005,1187,390,1,157.82
2006,1187,54,1,195.91
2007,1187,425,3,26.41
2008,1188,208,2,74.84
2009,1188,110,1,121.78
2010,1189,490,1,54.18
2011,1190,61,1,116.34
2012,1191,18,1,235.54
2013,1192,20,1,32.20
2014,1193,236,1,44.21
2015,1194,129,1,28.58
2016,1195,57,2,142.95
2017,1196,462,2,729.07
2018,1196,219,1,46.53
2019,1197,286,3,33.33
2020,1197,345,1,249.03
2021,1198,418,1,35.15
2022,1199,52,1,49.59
2023,1200,414,1,24.19
2024,1201,153,1,56.30
2025,1201,119,2,168.60
2026,1201,480,2,120.54
2027,1201,55,1,246.55
2028,1202,285,1,86.23
2029,1203,211,2,63.71
2030,1204,481,1,192.96
2031,1205,113,1,14.89
2032,1206,136,1,42.39
2033,1207,203,1,17.08
2034,1208,480,1,120.54
2035,1209,489,3,130.31
2036,1210,423,1,51.62
2037,1210,127,1,33.22
2038,1210,476,2,20.83
2039,1210,38,1,41.66
2040,1211,250,1,32.30
2041,1211,378,1,570.06
2042,1211,92,2,40.26
2043,1211,414,1,24.19
2044,1212,400,1,177.68
2045,1212,382,2,166.95
2046,1212,78,1,42.66
2047,1213,222,3,62.16
2048,1213,413,1,39.71
2049,1214,308,1,206.57
2050,1215,90,1,65.00
2051,1216,112,3,130.06
2052,1217,282,1,187.98
2053,1217,45,1,42.32
2054,1218,484,1,83.63
2055,1218,108,2,26.51
2056,1219,132,3,27.44
2057,1220,361,1,287.22
2058,1221,168,1,40.42
2059,1221,376,1,215.26
2060,1222,130,1,20.60
2061,1222,60,1,110.26
2062,1223,340,1,157.44
2063,1224,101,1,68.61
2064,1224,191,2,135.33
2065,1225,140,2,38.54
2066,1226,433,1,138.48
2067,1227,143,1,20.88
2068,1228,484,2,83.63
2069,1228,231,1,31.60
2070,1229,84,1,13.75
2071,1230,399,1,304.81
2072,1231,360,2,423.31
2073,1232,235,1,49.04
2074,1232,277,1,57.68
2075,1233,404,1,20.75
2076,1234,119,3,168.60
2077,1235,286,1,33.33
2078,1236,220,1,31.43
2079,1237,477,1,167.67
2080,1238,429,2,186.44
2081,1238,84,1,13.75
2082,1239,77,1,44.81
2083,1239,255,1,50.77
2084,1240,430,1,69.93
2085,1241,288,1,236.43
2086,1242,317,1,307.50
2087,1242,474,2,50.10
2088,1243,309,1,259.86
2089,1244,158,3,59.52
2090,1245,28,1,63.23
2091,1245,459,3,54.98
2092,1246,246,2,4.66
2093,1246,371,2,269.38
2094,1246,387,1,487.63
2095,1247,181,1,88.08
2096,1247,118,3,117.03
2097,1247,162,1,41.27
2098,1247,323,1,48.22
2099,1248,90,1,65.00
2100,1248,200,2,28.20
2101,1249,183,1,83.32
2102,1249,49,1,104.81
2103,1249,54,1,195.91
2104,1250,188,1,99.19
2105,1251,297,1,248.41
2106,1252,317,3,307.50
2107,1252,231,2,31.60
2108,1253,442,1,115.68
2109,1254,13,1,286.46
2110,1255,359,1,172.56
2111,1256,470,1,293.03
2112,1256,292,1,120.28
2113,1257,171,1,87.16
2114,1257,418,1,35.15
2115,1258,348,1,259.09
2116,1258,199,2,106.76
2117,1258,454,1,601.90
2118,1259,286,3,33.33
2119,1259,124,2,174.77
2120,1260,495,1,113.69
2121,1260,222,3,62.16
2122,1261,289,1,92.81
2123,1261,490,1,54.18
2124,1262,144,1,16.90
2125,1263,47,1,84.21
2126,1264,52,1,49.59
2127,1265,321,2,482.00
2128,1265,36,2,110.83
2129,1266,443,1,94.32
2130,1267,141,1,37.15
2131,1267,239,1,41.19
2132,1267,307,1,597.36
2133,1267,138,1,15.71
2134,1268,386,1,562.08
2135,1269,493,1,80.27
2136,1270,266,1,42.93
2137,1270,351,1,425.84
2138,1271,473,1,436.75
2139,1271,318,2,484.99
2140,1271,83,1,54.76
2141,1272,461,1,580.39
2142,1272,291,1,264.92
2143,1272,157,1,32.73
2144,1273,253,1,116.91
2145,1274,329,3,244.97
2146,1274,225,2,81.37
2147,1275,370,1,457.03
2148,1275,337,1,346.38
2149,1276,142,1,18.32
2150,1276,372,1,380.40
2151,1277,460,1,665.48
2152,1277,252,1,40.33
2153,1278,268,1,98.81
2154,1279,261,1,32.43
2155,1279,22,1,97.96
2156,1279,94,1,28.45
2157,1279,386,2,562.08
2158,1280,115,1,178.05
2159,1280,392,1,556.27
2160,1281,25,1,155.12
2161,1282,428,2,30.34
2162,1282,27,1,67.22
2163,1283,214,1,27.81
2164,1283,473,1,436.75
2165,1284,29,3,113.72
2166,1285,440,2,176.75
2167,1286,337,1,346.38
2168,1286,7,1,253.01
2169,1286,177,2,149.64
2170,1287,64,1,84.69
2171,1288,238,1,12.46
2172,1289,361,3,287.22
2173,1289,115,1,178.05
2174,1290,118,1,117.03
2175,1291,197,1,106.92
2176,1292,205,2,66.93
2177,1292,251,2,46.80
2178,1293,333,1,59.89
2179,1293,268,2,98.81
2180,1293,275,3,43.90
2181,1293,184,1,38.05
2182,1294,435,1,296.47
2183,1295,234,1,48.18
2184,1295,430,1,69.93
2185,1295,216,2,88.25
2186,1296,411,3,44.27
